inventory_row_id	raw_reported_form	paper_ids	disposition	verification_state	verified_expansion_if_supported	collision_ids	alias_collision_state	source_local_scope	PINN_type_eligibility	raw_parenthetical_text
PT4D-0202	Coupled PINN	707,708	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	multi_paper_candidate_not_canonical	eligible_unverified_candidate	
PT4D-0203	BP-PINN	710	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0204	Boundary Progressive PINN	710	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0205	WS-PINN	711	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0206	warm-start PINN	711	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0207	PINN-Ray	720	equation_or_application_specific_PINN_name	needs_primary_source_verification			none_registered	single_paper_candidate	conditional_source_specialization_candidate	
PT4D-0208	sePINN	724	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0209	symmetry-enhanced PINN	724	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0210	Parameterized PINN	726	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0211	MLPINN	727	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0212	meta-learning PINN	727	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0213	QPINN	730	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0214	PINN variant	736	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0215	Stiff-PINN	739	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0216	data-driven PINN	740	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0217	PiNNACle	744	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0218	PiNNwall	744	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0219	convolutional-recurrent PINN	748	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0220	ABU-PINN	766	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0221	Adaptive Blending Units PINN	766	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0222	AT-PINN	773	decomposition_or_time_marching_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion		C021	hard_no_merge	paper_scoped_or_unresolved	conditional_method_dimension_candidate	
PT4D-0223	Advanced time-marching PINN	773	decomposition_or_time_marching_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0224	AW-PINN	774	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification		C021	hard_no_merge	paper_scoped_or_unresolved	eligible_unverified_candidate	
PT4D-0225	Adaptive Weight PINN	774	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0226	Fourier feature PINN	775	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0227	STD-PINN	778	decomposition_or_time_marching_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
